LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
OJ8WUBGUDR,18.0,17462,114975,303,42,1,12.36,60,0.31,Bachelor's,Self-employed,Single,Yes,No,Business,No,1
DTDDVK1XQF,53.0,24368,212397,425,56,2,24.75,60,0.43,PhD,Part-time,Divorced,Yes,Yes,Home,No,1
P7MBAX4J5G,68.0,107637,82971,831,34,3,22.98,12,0.31,PhD,Part-time,Divorced,No,Yes,Education,No,0
2REZSKV9HO,40.0,112992,231864,528,113,1,18.9,36,0.18,Bachelor's,Full-time,Married,No,No,Education,No,1
8SBEQQGLL0,38.0,21046,56503,324,93,3,16.35,36,0.5,PhD,Unemployed,Divorced,Yes,Yes,Business,No,0
3MGHWHWH4H,55.0,144382,142340,386,71,2,13.35,60,0.71,Bachelor's,Full-time,Single,Yes,No,Education,No,0
H8HE2L2326,44.0,31692,177018,454,105,4,2.6,12,0.29,High School,Self-employed,Divorced,Yes,No,Education,Yes,0
FWT1ILE480,65.0,19716,243059,832,8,3,21.04,48,0.31,PhD,Self-employed,Single,Yes,Yes,Business,Yes,0
XEFM8691A7,32.0,117640,94666,571,72,3,6.06,48,0.8,Bachelor's,Self-employed,Divorced,Yes,Yes,Auto,No,0
5QOMYR34SF,36.0,28702,135224,482,39,2,5.07,24,0.66,Master's,Part-time,Single,No,Yes,Other,No,1
RTGSVY9ROY,64.0,106311,9619,368,20,3,22.53,36,0.66,Bachelor's,Part-time,Single,No,Yes,Education,No,0
I7NK3X8FNZ,53.0,110519,39711,588,107,3,20.36,48,0.53,Bachelor's,Self-employed,Single,No,Yes,Auto,Yes,0
XG06AJ1MBN,44.0,101799,80312,350,64,3,12.82,48,0.26,High School,Part-time,Single,Yes,No,Business,Yes,0
DJNJX82OJ6,50.0,106756,113371,564,6,1,23.85,12,0.43,Bachelor's,Self-employed,Divorced,No,No,Education,Yes,0
XL4XDNHMFF,55.0,99683,226694,727,48,4,10.58,24,0.49,High School,Part-time,Single,No,Yes,Education,Yes,0
FTCMQ7E3B5,30.0,148980,230980,366,91,2,17.06,36,0.34,Master's,Part-time,Married,No,No,Auto,Yes,0
PRIS4VVUQH,34.0,57139,111498,841,30,4,10.49,24,0.14,Master's,Part-time,Single,No,No,Education,Yes,0
IFYTK93EVN,47.0,65321,129075,675,52,1,3.6,48,0.77,High School,Unemployed,Married,No,No,Auto,Yes,0
CH4YEJ6KME,24.0,35714,199164,674,86,1,8.22,36,0.25,PhD,Part-time,Single,Yes,No,Other,No,0
59WHPUC1Z5,49.0,16292,39607,675,5,4,12.17,48,0.31,PhD,Part-time,Married,Yes,Yes,Education,No,0
WKOKJNOK1R,67.0,54457,240015,533,72,3,7.2,24,0.26,Bachelor's,Part-time,Married,Yes,Yes,Education,Yes,0
ZYQGQI9SUU,60.0,80765,225491,362,90,1,6.95,60,0.38,Master's,Self-employed,Divorced,No,Yes,Auto,No,0
I37M60KZ82,31.0,72677,19906,476,73,3,24.85,48,0.33,PhD,Self-employed,Divorced,No,No,Education,Yes,0
91VW88JBXP,58.0,32833,142310,332,73,4,17.0,60,0.56,Master's,Part-time,Married,No,No,Home,No,0
8ZDR4YBD76,46.0,62383,101897,342,54,4,6.48,36,0.6,High School,Part-time,Married,No,Yes,Business,No,0
7JX108BEOA,41.0,83140,70809,363,83,3,17.93,36,0.59,High School,Unemployed,Divorced,No,No,Education,Yes,0
XADJLNM3DS,30.0,54473,227394,812,117,3,10.59,60,0.2,PhD,Part-time,Married,Yes,Yes,Auto,No,0
VNEPNYXQNL,38.0,111702,221914,514,58,3,23.09,36,0.6,Master's,Part-time,Divorced,Yes,Yes,Education,Yes,0
XUTE75VKDA,33.0,103361,239547,440,90,3,12.54,24,0.62,High School,Unemployed,Married,Yes,No,Home,No,0
XBIGQ0X4TC,20.0,19156,78372,577,48,4,15.31,48,0.72,High School,Self-employed,Married,Yes,Yes,Other,Yes,1
1RB4SMWG6B,47.0,26568,119747,507,34,2,4.66,48,0.14,Master's,Unemployed,Single,Yes,No,Business,Yes,0
WL4Z7H72BP,65.0,94162,171956,573,112,4,20.15,36,0.31,Master's,Part-time,Single,No,No,Home,Yes,0
HE4UUXS8QC,68.0,69465,25216,630,4,3,23.0,60,0.29,PhD,Full-time,Divorced,Yes,Yes,Auto,Yes,0
4JGBD8TVDH,44.0,113801,162723,403,58,2,14.7,12,0.68,High School,Self-employed,Single,Yes,No,Education,No,0
4LGSVOAYDL,34.0,136107,137547,713,51,1,6.52,24,0.62,PhD,Self-employed,Married,No,Yes,Business,No,0
ZF72CZZIH8,45.0,43694,206319,720,26,4,11.98,48,0.82,High School,Part-time,Divorced,Yes,Yes,Business,Yes,1
DE5Q13TF86,31.0,99266,100362,670,82,3,23.51,12,0.17,High School,Part-time,Divorced,No,No,Education,Yes,0
ZYSVNJZ90F,67.0,106046,228348,595,50,4,21.12,24,0.81,High School,Part-time,Single,No,No,Home,Yes,0
0TD1OUY869,43.0,50433,53406,708,45,1,12.46,24,0.38,Bachelor's,Part-time,Married,No,Yes,Auto,Yes,0
Z4BMQ339HO,22.0,48868,84714,633,31,1,14.29,60,0.87,High School,Part-time,Divorced,Yes,Yes,Home,No,1
DJUSES258D,41.0,138503,200829,535,59,1,12.98,36,0.74,PhD,Full-time,Married,No,Yes,Home,No,0
XZ9IFBVEBY,50.0,47780,140230,763,114,2,18.24,12,0.18,Master's,Unemployed,Married,No,No,Auto,No,0
3ZKTNIDNCG,55.0,84985,60380,459,96,4,10.47,60,0.41,PhD,Self-employed,Single,No,Yes,Other,No,0
NTRBSV7PXA,43.0,65017,127486,682,115,4,13.55,24,0.27,Bachelor's,Part-time,Single,Yes,Yes,Other,Yes,0
Z6L7OTS0VF,47.0,87389,38515,490,45,2,6.38,48,0.29,Bachelor's,Full-time,Divorced,No,Yes,Home,No,0
IPFTBC5MWO,67.0,135612,201157,645,25,4,23.31,12,0.43,Bachelor's,Unemployed,Married,Yes,Yes,Other,Yes,0
MSP5TM3S88,33.0,94255,163719,536,54,1,11.06,48,0.79,High School,Full-time,Married,Yes,No,Home,Yes,0
3RZGSVLENE,41.0,58460,157755,552,52,2,8.71,12,0.89,Bachelor's,Full-time,Divorced,Yes,Yes,Business,No,0
7HOIVGGNC9,63.0,65810,172632,344,36,1,14.92,24,0.76,PhD,Self-employed,Single,Yes,Yes,Business,Yes,0
TFQKRZODHJ,66.0,128636,137486,661,111,1,6.18,60,0.58,High School,Part-time,Married,No,No,Other,No,0
F595QYL7KD,39.0,113735,206968,586,12,1,10.06,48,0.38,PhD,Part-time,Married,Yes,No,Auto,Yes,0
97X233YS4J,29.0,123479,146501,367,3,1,16.57,12,0.39,PhD,Unemployed,Married,Yes,Yes,Other,No,1
GJT2EWVPW8,20.0,130050,237343,480,34,4,9.55,12,0.29,PhD,Full-time,Divorced,No,Yes,Auto,No,1
LW0VF96QZN,55.0,75528,204445,302,18,2,17.84,60,0.56,Bachelor's,Part-time,Married,No,Yes,Business,Yes,0
S5SYS3KIZX,62.0,28507,179271,748,5,4,2.57,60,0.61,Bachelor's,Unemployed,Divorced,No,No,Education,No,0
E1J8YTYTLF,33.0,110292,133471,674,19,4,7.36,24,0.14,Bachelor's,Unemployed,Divorced,No,Yes,Auto,Yes,0
72A2NXQGXA,54.0,97687,10922,577,92,1,20.02,36,0.63,PhD,Part-time,Divorced,Yes,Yes,Education,Yes,0
AFWJGRFC7P,41.0,97056,14347,603,112,1,8.57,24,0.33,Bachelor's,Unemployed,Single,Yes,Yes,Home,No,0
KU15Z316B7,39.0,54656,30987,346,119,1,17.65,24,0.53,Bachelor's,Unemployed,Divorced,No,No,Other,No,0
9LFALR6RR9,27.0,57732,232852,322,54,4,23.37,12,0.19,Master's,Part-time,Divorced,No,No,Business,Yes,0
SFHMSS8CBM,21.0,135770,162425,315,49,4,21.5,24,0.2,PhD,Part-time,Divorced,Yes,No,Business,Yes,0
WZDHKH7VE1,65.0,105224,227097,614,65,3,22.59,60,0.89,High School,Self-employed,Divorced,Yes,Yes,Education,Yes,1
K1I7PWZZBD,38.0,118908,132075,842,15,1,11.63,36,0.18,High School,Self-employed,Married,Yes,Yes,Home,Yes,0
ZVJ3LOE6L3,27.0,133592,41093,761,74,1,17.03,36,0.1,PhD,Full-time,Married,Yes,Yes,Auto,Yes,0
ETRIIC8LD7,43.0,95150,187579,714,51,2,19.45,48,0.81,High School,Self-employed,Single,No,Yes,Business,Yes,0
X5TI9INGOP,49.0,122763,39765,539,21,3,14.46,36,0.54,Master's,Self-employed,Single,No,No,Home,Yes,1
3KFVAK91HZ,33.0,129811,201229,414,115,4,16.8,60,0.13,PhD,Self-employed,Married,Yes,No,Other,No,0
DRQDM8KCZ2,63.0,124555,62494,814,54,1,10.96,36,0.32,Master's,Full-time,Married,No,Yes,Education,Yes,0
2M5B5YNPAM,60.0,78666,97439,684,83,1,10.68,60,0.83,Bachelor's,Part-time,Divorced,Yes,Yes,Home,Yes,0
KTFMSBTES2,46.0,45134,23869,821,16,2,6.36,48,0.83,Master's,Part-time,Married,No,No,Business,No,0
Z635IXNAXC,57.0,81779,92898,739,45,4,8.76,24,0.6,PhD,Self-employed,Single,No,No,Education,No,0
MV7MZAFW5C,30.0,122290,189735,763,23,4,23.37,24,0.59,PhD,Self-employed,Married,Yes,No,Education,No,1
JC7R7ZUA09,37.0,85008,142871,393,29,4,14.56,12,0.36,Master's,Unemployed,Married,No,No,Auto,Yes,0
7QOFCJ0FPY,26.0,124856,233801,435,80,4,20.06,36,0.56,PhD,Full-time,Married,Yes,Yes,Auto,Yes,0
HQIARIBZFM,33.0,100987,122245,605,48,3,4.36,36,0.88,High School,Part-time,Divorced,No,No,Business,No,0
QCEBTA5TIU,22.0,86078,72340,506,21,4,22.49,48,0.69,High School,Unemployed,Divorced,No,No,Other,No,1
EOP2IJW86V,27.0,40955,160593,332,26,1,24.7,48,0.36,Master's,Self-employed,Single,No,No,Home,No,1
NP9VQDBYSD,47.0,43749,64492,628,58,4,12.04,12,0.72,Bachelor's,Full-time,Single,No,No,Auto,Yes,0
J3DA1S8GT1,45.0,40347,164182,780,49,1,20.1,60,0.23,Master's,Full-time,Divorced,Yes,Yes,Other,Yes,0
2DKZIMVGDP,61.0,141108,63683,319,100,4,24.22,60,0.41,PhD,Part-time,Married,Yes,No,Home,Yes,0
25F8Y68D9N,46.0,72419,167737,309,60,3,5.87,24,0.18,PhD,Part-time,Divorced,Yes,No,Education,No,0
32ZQFV9HD9,57.0,63156,84148,390,102,3,11.35,36,0.4,High School,Unemployed,Single,No,Yes,Home,Yes,0
ENJGGOCTRR,43.0,75932,125935,462,100,3,23.42,24,0.12,Master's,Full-time,Single,Yes,No,Home,No,0
2NMFRXVUEC,63.0,106591,6697,667,6,2,16.94,60,0.78,PhD,Self-employed,Married,No,Yes,Home,No,0
DN5FHFKCRJ,36.0,36762,12020,610,36,1,17.06,12,0.13,PhD,Self-employed,Married,No,No,Other,No,0
2998VAMFH4,21.0,106882,23995,617,90,1,20.65,12,0.7,Master's,Full-time,Married,Yes,Yes,Home,No,1
GLGL1247NZ,18.0,47637,176849,676,1,1,23.53,48,0.68,High School,Full-time,Divorced,Yes,Yes,Auto,No,1
QAJR695C1L,18.0,20331,70855,849,38,3,6.39,36,0.21,High School,Unemployed,Divorced,Yes,No,Business,No,0
XGX4TOVRRT,50.0,18247,121562,489,50,4,8.73,12,0.56,PhD,Self-employed,Divorced,No,Yes,Other,Yes,0
9Y2KAW3EGL,22.0,92188,46993,584,7,1,15.06,36,0.86,Bachelor's,Full-time,Divorced,No,No,Education,No,1
3CA5YY3D6H,40.0,89285,98445,680,25,2,22.75,60,0.32,High School,Unemployed,Single,No,Yes,Business,Yes,0
G4Y4QABB44,69.0,147979,60872,467,32,1,23.82,36,0.55,Master's,Self-employed,Married,Yes,Yes,Home,Yes,0
TVKLDG4IFV,27.0,121961,74285,523,1,3,6.2,48,0.68,High School,Part-time,Divorced,Yes,Yes,Home,Yes,0
A458VVXVMZ,45.0,68437,110706,759,63,2,24.37,60,0.1,Master's,Self-employed,Married,No,Yes,Business,Yes,0
CSDQTQQ4YY,38.0,147775,145452,789,16,3,12.6,48,0.17,Master's,Unemployed,Divorced,No,Yes,Home,Yes,0
9Q1ZZ89695,18.0,42257,219426,608,84,1,17.89,12,0.58,High School,Unemployed,Married,Yes,Yes,Business,Yes,0
MC3J56I4SQ,53.0,90800,145310,480,47,1,5.43,60,0.41,Master's,Unemployed,Married,Yes,No,Home,Yes,0
UFU3QRKV8N,60.0,66961,193229,819,103,1,8.95,12,0.9,PhD,Self-employed,Divorced,Yes,Yes,Auto,Yes,0
6IRETCUU0V,61.0,23987,232088,788,30,1,19.08,48,0.4,High School,Part-time,Divorced,No,Yes,Other,Yes,0
452N58VC99,54.0,127191,96030,758,8,1,12.58,12,0.37,High School,Self-employed,Divorced,No,No,Other,Yes,0
KBKY99BAJY,25.0,138374,38704,418,53,1,18.54,36,0.5,Bachelor's,Unemployed,Single,No,Yes,Other,No,0
QI2A2L06UJ,31.0,131925,11703,607,34,1,7.04,36,0.62,PhD,Part-time,Divorced,No,Yes,Auto,No,0
N2ZF6VYLK9,66.0,109420,69358,778,9,2,7.44,36,0.65,Master's,Unemployed,Married,No,Yes,Education,No,0
9U9B7FRM4Z,32.0,38813,112267,658,40,3,19.07,36,0.11,High School,Self-employed,Single,No,Yes,Business,No,0
IOIQJ6XNA7,41.0,138697,131539,422,79,3,21.59,24,0.18,High School,Self-employed,Married,No,No,Education,Yes,0
AG2ATHFW4M,20.0,120542,147509,423,84,3,15.64,24,0.42,Master's,Part-time,Single,Yes,No,Education,No,0
QJTSKY88HK,53.0,137371,149667,826,43,4,15.4,12,0.67,Master's,Self-employed,Married,Yes,No,Auto,No,0
KV4MIA7KOU,68.0,22960,50663,757,106,4,5.05,60,0.5,High School,Part-time,Single,Yes,Yes,Home,Yes,1
6WZQJ7K59J,58.0,93758,31371,711,10,1,8.24,24,0.43,PhD,Self-employed,Married,No,No,Auto,No,0
8BIXFS7G2C,28.0,122467,83235,786,98,2,9.3,24,0.52,Bachelor's,Self-employed,Single,Yes,No,Other,No,0
X7PX4KY8KZ,41.0,132067,5476,652,5,1,2.12,12,0.12,Bachelor's,Unemployed,Married,No,No,Auto,No,1
QYE2B53ZOE,43.0,84075,242731,659,97,4,15.48,60,0.42,Master's,Part-time,Single,No,No,Auto,No,0
M25CFW1MUO,60.0,56092,64423,505,114,2,18.17,60,0.16,Bachelor's,Unemployed,Divorced,Yes,Yes,Other,No,0
7AEHUDVNTI,38.0,37393,124165,475,96,1,19.45,36,0.2,Bachelor's,Self-employed,Single,No,No,Auto,Yes,0
VPL7U3XYOT,46.0,98597,232919,475,114,3,20.48,36,0.72,Master's,Self-employed,Single,Yes,No,Home,Yes,0
LHBNQ9UWGE,35.0,68539,39242,593,118,1,21.08,12,0.61,Master's,Unemployed,Divorced,No,Yes,Auto,No,0
JKMZSB77AK,21.0,104549,170987,697,111,2,21.57,12,0.5,High School,Part-time,Married,Yes,No,Other,Yes,0
ENQ7T9RT7N,23.0,33834,41329,407,29,2,9.41,12,0.66,High School,Unemployed,Divorced,No,No,Business,Yes,0
NMHVN2QF1D,60.0,148081,23353,840,44,1,12.27,60,0.78,Master's,Part-time,Single,Yes,No,Other,No,1
CIQAV0YH2X,60.0,28993,90157,697,83,1,11.25,48,0.26,High School,Self-employed,Single,No,Yes,Home,Yes,0
PP61N2ROVG,43.0,125621,150464,419,83,3,20.44,36,0.82,PhD,Part-time,Married,No,Yes,Auto,No,1
897X0J00HU,67.0,59116,189595,346,9,2,15.6,60,0.6,High School,Full-time,Married,No,Yes,Other,No,0
T6QONPEVAJ,35.0,51566,236292,738,71,4,22.72,36,0.73,Master's,Part-time,Single,Yes,Yes,Other,Yes,0
ANGEJL3AV7,53.0,107225,93070,426,22,2,21.51,48,0.37,Bachelor's,Unemployed,Single,Yes,No,Business,Yes,0
F77C8SVOHU,62.0,63852,117060,600,24,1,2.15,24,0.2,Bachelor's,Self-employed,Single,No,No,Home,Yes,0
J1XLTJ0WKM,66.0,85218,238219,840,97,2,21.86,48,0.82,Bachelor's,Self-employed,Married,No,No,Home,Yes,0
U2Z8ZV4856,26.0,53697,121049,826,99,4,2.6,24,0.36,PhD,Self-employed,Married,No,No,Auto,No,0
MJXG8MS17M,42.0,17812,232791,767,93,1,24.65,12,0.16,High School,Unemployed,Single,Yes,No,Education,Yes,1
W832J7L567,61.0,15070,180470,409,95,4,9.22,60,0.28,Bachelor's,Self-employed,Divorced,Yes,Yes,Home,Yes,0
L90P5K540N,63.0,128226,69706,545,4,4,13.38,60,0.41,High School,Self-employed,Divorced,Yes,Yes,Auto,No,0
7VV643OPFW,41.0,37668,201295,391,16,3,13.95,36,0.48,Bachelor's,Full-time,Single,No,Yes,Other,Yes,0
I2Q4JQ1O7G,29.0,15199,66044,617,52,4,5.48,60,0.4,High School,Unemployed,Single,Yes,No,Auto,No,0
F36A3INQQA,53.0,56092,131987,611,97,4,7.91,12,0.77,High School,Full-time,Married,Yes,No,Business,No,0
OGLI1GCRSK,69.0,143532,173736,398,105,3,23.07,60,0.28,Bachelor's,Part-time,Divorced,Yes,No,Business,Yes,0
VZ8U4BPB7T,62.0,71858,195712,691,70,1,20.31,12,0.41,Bachelor's,Part-time,Married,Yes,No,Business,Yes,0
G5RJ0KJ79C,39.0,73659,116234,722,13,3,2.97,12,0.63,Bachelor's,Full-time,Divorced,Yes,No,Business,Yes,0
RSEMFC9UU5,27.0,113592,141568,511,17,3,9.2,60,0.42,High School,Unemployed,Single,Yes,Yes,Education,No,1
O114KFP23M,21.0,119725,162177,714,3,1,14.63,60,0.36,PhD,Full-time,Married,Yes,Yes,Auto,No,0
950QDD7599,37.0,141040,226703,785,23,4,18.14,60,0.68,Bachelor's,Self-employed,Single,Yes,Yes,Education,No,0
35NRQ2BE1I,26.0,64496,61468,338,102,3,15.51,48,0.76,Bachelor's,Self-employed,Divorced,No,Yes,Other,Yes,1
UOKD5WEVEX,48.0,44201,176655,807,71,4,19.92,24,0.2,Bachelor's,Self-employed,Divorced,Yes,No,Business,Yes,0
NWWCPSMLOY,66.0,32829,27524,698,118,3,2.99,36,0.2,PhD,Full-time,Married,Yes,No,Auto,No,0
UBYUXZ6N5K,61.0,51364,14508,591,119,2,23.7,48,0.14,PhD,Self-employed,Divorced,No,Yes,Other,Yes,0
E7JG3AVTIC,33.0,65887,144701,758,118,3,4.85,36,0.15,Bachelor's,Full-time,Single,No,Yes,Home,No,0
Y1R4ZMUDCF,69.0,145253,29590,697,2,3,23.39,36,0.61,Bachelor's,Self-employed,Married,No,No,Business,Yes,0
WG6W5319WR,66.0,85754,47908,791,91,2,12.36,24,0.8,High School,Unemployed,Divorced,Yes,Yes,Home,No,0
K3A0OB54WE,58.0,85733,102187,549,13,1,18.09,48,0.1,PhD,Part-time,Single,Yes,No,Business,No,0
KERFYTP08E,43.0,64509,245649,405,112,1,4.8,60,0.51,Bachelor's,Full-time,Single,Yes,No,Auto,No,0
T5FTNIZXHJ,65.0,54503,225028,501,15,3,14.41,12,0.45,Bachelor's,Full-time,Married,Yes,Yes,Auto,Yes,0
QSSVOI8YVS,18.0,21295,228303,559,27,2,5.01,12,0.71,PhD,Self-employed,Divorced,Yes,No,Education,Yes,0
K6UDBCL91T,31.0,86118,129869,785,24,3,3.55,36,0.14,Bachelor's,Unemployed,Married,Yes,Yes,Home,No,0
WG8CX87V4X,50.0,24529,213076,625,36,3,22.03,60,0.3,PhD,Self-employed,Divorced,No,Yes,Auto,Yes,0
DC5JX25W7G,60.0,147864,54038,761,16,3,15.93,60,0.47,Bachelor's,Part-time,Divorced,Yes,Yes,Auto,Yes,0
FEHQ0WP8GG,27.0,95469,223891,570,100,3,3.42,60,0.71,High School,Full-time,Single,No,Yes,Other,No,0
7FAVQUN8GL,51.0,70709,69964,512,21,3,19.42,48,0.66,Master's,Full-time,Married,No,Yes,Business,No,0
AMFX9PX9SV,49.0,102459,96732,668,31,2,11.22,48,0.15,Bachelor's,Self-employed,Divorced,No,Yes,Education,No,0
E4IM48VKSK,24.0,117370,153267,368,19,4,20.65,12,0.22,High School,Part-time,Married,No,No,Other,No,1
86HFFCX2N9,55.0,29436,248900,586,49,4,19.02,12,0.61,High School,Unemployed,Single,Yes,Yes,Auto,Yes,0
FJZP45R3F4,40.0,130264,141151,494,12,1,20.26,60,0.18,High School,Full-time,Divorced,Yes,No,Education,No,0
G6F7DTX59A,,93697,207719,498,113,1,4.18,60,0.78,High School,Unemployed,Divorced,No,No,Education,Yes,0
TSSTXKESI1,45.0,52591,128692,349,20,4,7.96,24,0.45,Bachelor's,Unemployed,Single,Yes,No,Business,No,0
2WQW79WZBB,34.0,46912,208699,636,17,1,2.02,36,0.6,High School,Part-time,Divorced,Yes,No,Education,No,0
Q4YHU6KX57,45.0,86997,154028,489,117,3,13.89,12,0.62,Bachelor's,Part-time,Single,No,No,Business,Yes,0
5LN80AXC8V,38.0,116027,224354,416,79,1,16.34,36,0.72,PhD,Full-time,Single,No,Yes,Home,Yes,0
8913PK9NU7,54.0,105489,104926,590,37,2,13.36,48,0.6,PhD,Unemployed,Single,Yes,No,Auto,Yes,0
TE5FA96VGB,37.0,29995,45060,402,48,3,24.62,60,0.69,High School,Unemployed,Divorced,No,No,Education,No,1
580PWGSQVH,47.0,81882,234217,516,21,4,9.8,48,0.47,Bachelor's,Self-employed,Single,No,Yes,Home,Yes,0
1JVIUM6L17,32.0,48263,34350,657,89,1,8.55,36,0.86,Bachelor's,Full-time,Married,Yes,Yes,Auto,Yes,0
BEW7ZQBGN9,52.0,128330,181977,337,20,4,15.0,36,0.43,Master's,Part-time,Single,No,Yes,Other,No,0
6INO28ZAKB,46.0,38231,42355,802,6,1,15.02,60,0.84,High School,Unemployed,Married,Yes,Yes,Home,No,0
0O2KPL1CTM,45.0,67955,196808,806,18,4,8.4,12,0.8,Master's,Unemployed,Married,Yes,No,Education,No,0
EES8NR7UTC,51.0,81928,70465,369,84,3,16.16,36,0.71,High School,Unemployed,Divorced,Yes,Yes,Education,Yes,0
985GCUMKKO,65.0,37582,133180,800,100,2,3.41,36,0.21,High School,Self-employed,Married,No,No,Education,No,0
6XNRIRXGPG,55.0,141083,82747,666,46,3,14.83,36,0.39,PhD,Part-time,Single,Yes,Yes,Other,Yes,0
6G2VIDMP53,46.0,51993,61658,546,48,2,23.83,12,0.72,Master's,Full-time,Single,No,Yes,Business,Yes,0
2WYFMVXL1B,41.0,40010,12237,569,106,1,15.12,60,0.29,High School,Unemployed,Divorced,No,No,Auto,Yes,0
4J7IDGD0CH,23.0,74488,161552,515,26,3,7.7,12,0.51,Bachelor's,Self-employed,Divorced,Yes,Yes,Home,Yes,0
OXI314KMPW,40.0,103877,82382,842,25,4,17.07,48,0.76,High School,Unemployed,Married,Yes,No,Education,Yes,0
8TGBNSRKCX,30.0,15432,36531,712,36,3,2.41,48,0.14,Bachelor's,Self-employed,Married,No,Yes,Home,No,0
V3FKP7LRI1,63.0,42643,88264,737,27,3,16.2,48,0.57,Bachelor's,Full-time,Single,Yes,No,Auto,Yes,0
NF9UXMW9FN,57.0,94717,146989,624,2,4,7.23,12,0.18,PhD,Self-employed,Divorced,No,Yes,Home,No,0
Y9QXT3GSGL,32.0,90552,127950,797,82,1,6.5,24,0.33,Master's,Full-time,Single,Yes,Yes,Education,No,0
27YXYH704O,50.0,20000,61509,309,61,3,23.79,12,0.75,PhD,Part-time,Married,No,Yes,Education,Yes,0
S8QUAX53N3,35.0,140638,77241,524,119,1,14.23,48,0.35,High School,Part-time,Divorced,Yes,Yes,Home,No,1
4ZUH84ZKSW,65.0,98008,65806,444,73,1,19.75,60,0.85,PhD,Self-employed,Married,No,No,Education,No,0
G2YFHFQ64I,55.0,57495,16516,589,11,2,4.81,36,0.54,Master's,Full-time,Single,No,No,Home,Yes,0
RN5SSIHTWN,39.0,88186,161214,728,35,1,21.44,24,0.14,Master's,Unemployed,Single,Yes,No,Business,No,0
BB10ZMUJLE,42.0,137441,23983,384,59,1,23.47,48,0.15,PhD,Self-employed,Married,Yes,No,Other,Yes,1
3WBU4HIK2V,54.0,54505,90223,798,36,3,5.98,24,0.85,High School,Unemployed,Single,Yes,No,Business,No,0
0VHIECYSLU,56.0,85044,166432,376,112,1,14.59,24,0.25,Bachelor's,Full-time,Divorced,Yes,Yes,Education,No,0
JHH8RO0KYN,37.0,100326,77156,557,104,3,20.81,48,0.24,Master's,Part-time,Married,Yes,Yes,Home,Yes,0
CLUMDY8360,24.0,57509,240467,644,88,2,2.35,12,0.29,Bachelor's,Unemployed,Single,Yes,Yes,Auto,Yes,0
84KB86YWVO,67.0,135311,123820,555,15,3,12.74,24,0.65,Master's,Unemployed,Married,Yes,No,Auto,Yes,0
8WRWUP5K3Y,26.0,66194,177184,795,105,2,11.79,36,0.6,PhD,Full-time,Divorced,Yes,No,Education,No,0
GA6ZJ0WNIK,18.0,24948,37450,565,18,1,23.54,48,0.35,PhD,Full-time,Single,No,Yes,Auto,Yes,0
WU9AG57MOL,33.0,32265,77295,433,65,3,24.19,48,0.29,PhD,Self-employed,Single,No,No,Other,No,0
RUUAFPDTJX,33.0,58478,37635,596,30,3,20.55,48,0.19,Master's,Full-time,Single,Yes,No,Auto,No,0
FQHTSDG4FC,56.0,50565,43636,742,17,4,6.58,60,0.12,Bachelor's,Self-employed,Married,Yes,Yes,Auto,Yes,0
7PBDCRFZQE,67.0,145884,14522,716,31,1,16.81,12,0.66,Master's,Part-time,Single,Yes,No,Auto,Yes,0
YE3P62BAPE,57.0,117554,232414,542,55,4,4.65,24,0.5,Master's,Full-time,Divorced,No,No,Education,Yes,0
CYXJTMU6B1,20.0,105500,36562,536,16,3,22.43,36,0.19,PhD,Part-time,Single,Yes,No,Home,No,0
Z00SZWWV4Y,44.0,42393,39589,776,38,2,6.0,36,0.43,Bachelor's,Unemployed,Single,No,No,Business,No,0
GCAUFOFI4O,35.0,49197,125963,684,117,4,15.8,60,0.46,Bachelor's,Self-employed,Single,No,Yes,Business,Yes,0
48RD2ASJS0,33.0,54217,216599,590,75,4,9.39,24,0.85,High School,Unemployed,Single,Yes,Yes,Home,No,0
F6KEKBWTPG,38.0,85593,80593,787,99,4,7.58,60,0.46,High School,Unemployed,Single,Yes,Yes,Auto,Yes,0
NAB5E29OTU,55.0,49503,153733,338,27,1,11.61,24,0.19,PhD,Full-time,Single,Yes,No,Business,No,0
FESEYTJ98R,24.0,55232,212924,644,24,2,7.45,12,0.77,High School,Part-time,Divorced,No,Yes,Home,Yes,0
VSX8B2ZDK1,51.0,143143,89789,549,95,1,23.29,12,0.84,Bachelor's,Full-time,Married,No,No,Business,Yes,0
UCUED7QEJF,26.0,122066,96845,538,6,4,4.26,48,0.13,High School,Self-employed,Single,No,No,Education,Yes,0
3MSOYUIRHX,67.0,83277,19802,445,59,2,15.4,48,0.56,Bachelor's,Self-employed,Divorced,Yes,Yes,Other,No,0
53CU8QHB6Q,,63439,131941,328,98,3,16.32,60,0.4,Bachelor's,Unemployed,Divorced,No,No,Home,Yes,1
FEWW1G4K99,28.0,80524,190870,798,95,3,3.71,60,0.25,Master's,Self-employed,Single,Yes,Yes,Education,Yes,0
YVRBJYWAAB,36.0,63927,103597,517,107,2,9.38,24,0.88,Master's,Full-time,Divorced,No,Yes,Other,Yes,0
AP9GY9A84M,29.0,106630,41402,411,68,2,16.25,36,0.7,High School,Self-employed,Single,Yes,Yes,Home,No,0
